index,time,outdoor_temp,occupancy,step_kwh,cumulative_kwh,price,carbon,step_cost,cumulative_cost,step_co2_kg,cumulative_co2_kg,comfort_violations,heating_setpoint,cooling_setpoint,economizer,light_level,plug_level,vent_level,mean_zone_temp,max_abs_pmv,peak_co2,step_kwh_hvac,step_kwh_lights,step_kwh_plugs,cumulative_kwh_hvac,cumulative_kwh_lights,cumulative_kwh_plugs,temp_SPACE1-1,temp_SPACE2-1,temp_SPACE3-1,temp_SPACE4-1,temp_SPACE5-1,pmv_SPACE1-1,pmv_SPACE2-1,pmv_SPACE3-1,pmv_SPACE4-1,pmv_SPACE5-1,co2_SPACE1-1,co2_SPACE2-1,co2_SPACE3-1,co2_SPACE4-1,co2_SPACE5-1,source,latency_s
43,2026-07-20T10:45:00,32.65,1.0,4.72307,45.447,0.16,159.8,0.75569,7.0388,0.75496,7.8446,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.72307,1.875,1.125,15.1533,20.7188,9.575,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
44,2026-07-20T10:00:00,32.8,1.0,4.72218,50.1692,0.16,164.7,0.75555,7.7943,0.77791,8.6225,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.72218,1.875,1.125,16.8754,22.5938,10.7,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
45,2026-07-20T11:15:00,32.925,1.0,4.71871,54.8879,0.16,157.5,0.75499,8.5493,0.74315,9.3656,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.71871,1.875,1.125,18.5941,24.4688,11.825,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
46,2026-07-20T11:30:00,33.05,1.0,4.55887,59.4468,0.16,156.6,0.72942,9.2787,0.71391,10.0795,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.65262,1.78125,1.125,20.2468,26.25,12.95,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
47,2026-07-20T11:45:00,33.175,1.0,4.54325,63.99,0.16,155.9,0.72692,10.0057,0.7083,10.7878,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.637,1.78125,1.125,21.8838,28.0312,14.075,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
48,2026-07-20T11:00:00,33.3,1.0,4.52269,68.5127,0.16,158.6,0.72363,10.7293,0.71718,11.505,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,770.0,1.61644,1.78125,1.125,23.5002,29.8125,15.2,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,770.0,770.0,770.0,770.0,770.0,baseline,
49,2026-07-20T12:15:00,33.3,0.6,4.5072,73.0199,0.16,155.1,0.72115,11.4504,0.69907,12.2041,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,630.0,1.60095,1.78125,1.125,25.1012,31.5938,16.325,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,630.0,630.0,630.0,630.0,630.0,baseline,
50,2026-07-20T12:30:00,33.3,0.6,4.07338,77.0933,0.16,155.0,0.65174,12.1022,0.63137,12.8355,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,630.0,1.44838,1.5,1.125,26.5496,33.0938,17.45,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,630.0,630.0,630.0,630.0,630.0,baseline,
51,2026-07-20T12:45:00,33.3,0.6,4.04105,81.1344,0.16,155.1,0.64657,12.7487,0.62677,13.4622,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,630.0,1.41605,1.5,1.125,27.9656,34.5938,18.575,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,630.0,630.0,630.0,630.0,630.0,baseline,
52,2026-07-20T12:00:00,33.3,0.6,4.0126,85.147,0.16,155.4,0.64202,13.3908,0.62356,14.0858,0,21.5,23.5,0,1.0,1.0,1.0,23.5,0.625,630.0,1.3876,1.5,1.125,29.3532,36.0938,19.7,23.5,23.5,23.5,23.5,23.5,-0.625,-0.625,-0.625,-0.625,-0.625,630.0,630.0,630.0,630.0,630.0,baseline,
